event_id,timestamp,user_id,user_name,role,department,source_ip,city,country,device_type,login_method,action,service,status,session_duration_min,bytes_transferred,is_anomaly,anomaly_type,risk_score,incident_id,attack_stage,benign_edge_case
34c7e526-6850-49d8-888b-46b1625017ee,2026-07-28 08:03:14.037381,u0004,Todd Price,HR Specialist,Data,126.58.34.53,New York,USA,Mobile-iOS,password,ec2_describe,EC2,success,5.5,3796591,0,none,0.0,,none,none
8c49351e-e88a-4b16-9d66-75a5ea2eccff,2026-07-28 08:08:07.037381,u0033,Alejandro Ayala,IT Admin,IT,5.147.183.18,Sao Paulo,Brazil,Laptop-Mac,sso,lambda_invoke,Lambda,success,48.2,5458050,0,none,8.9,,none,none
51d61340-8033-4f97-8992-0884a0ce502a,2026-07-28 08:08:20.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,password,file_download,S3,success,7.4,2485673,0,none,7.6,,none,none
8aa74972-e404-4f4f-b552-fdf791cf40bc,2026-07-28 08:08:53.037381,u0009,Morgan Carlson PhD,Finance Analyst,Data,171.237.159.223,Frankfurt,Germany,Mobile-iOS,sso,cloudwatch_view,CloudWatch,success,11.2,6032820,0,none,8.8,,none,none
1a066e68-fae5-48c5-8992-c77cf7195e97,2026-07-28 08:17:34.037381,u0033,Alejandro Ayala,IT Admin,IT,5.147.183.18,Sao Paulo,Brazil,Laptop-Mac,sso,rds_query,RDS,success,17.3,4991443,0,none,13.6,,none,none
6cf56c57-1e5a-412a-9e45-a07f96bfda2a,2026-07-28 08:20:09.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,mfa,s3_read,S3,success,10.7,5930781,0,none,12.8,,none,none
00573661-519a-42fd-9a2a-67cfb4b89689,2026-07-28 08:24:36.037381,u0020,Jacob Davidson MD,HR Specialist,Operations,212.5.113.118,Toronto,Canada,Linux-Workstation,sso,cloudwatch_view,CloudWatch,success,13.7,3837320,0,none,7.4,,none,none
c1a85cfa-4c5e-4285-8f0c-aff54b4cfa77,2026-07-28 08:25:50.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,password,bulk_export,S3,success,25.1,56381449,0,none,33.4,,none,scheduled_report
12824601-bfe6-4302-a81d-9da864eccdf9,2026-07-28 08:29:40.037381,u0007,Cynthia Smith,Sales Rep,Finance,216.118.24.252,Mumbai,India,Laptop-Windows,mfa,s3_read,S3,success,16.9,1389173,0,none,12.0,,none,none
b9a2c183-c23d-424d-93d5-8e3e4919267f,2026-07-28 08:29:48.037381,u0022,Megan Daniels,Data Analyst,IT,171.237.162.70,Sydney,Australia,Laptop-Mac,password,rds_query,RDS,success,11.6,5045777,0,none,2.6,,none,none
9253c00f-e37d-45c6-8f77-7e2be7b62d72,2026-07-28 08:29:58.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,mfa,dashboard_view,CloudWatch,success,17.1,2811401,0,none,14.5,,none,none
fbb597b7-bc9c-4ded-8d51-12a2e52a0eae,2026-07-28 08:40:12.037381,u0007,Cynthia Smith,Sales Rep,Finance,216.118.24.252,Mumbai,India,Laptop-Windows,sso,lambda_invoke,Lambda,success,13.5,1250965,0,none,4.6,,none,none
a490e8c5-bf1d-433c-99fb-b85e67019a37,2026-07-28 08:45:44.037381,u0028,Natalie Davis,Data Analyst,Engineering,199.85.169.189,Frankfurt,Germany,Laptop-Windows,mfa,file_download,S3,success,18.6,6203709,0,none,10.6,,none,none
258d2d56-3ee2-4b55-ac08-c6812a000924,2026-07-28 08:53:27.037381,u0039,Brett Shah,IT Admin,Engineering,151.118.71.251,Toronto,Canada,Laptop-Windows,mfa,rds_query,RDS,success,12.2,5725235,0,none,9.0,,none,none
c39cdf4b-874d-4fe0-baaf-b2dba432cb73,2026-07-28 08:54:33.037381,u0004,Todd Price,HR Specialist,Data,126.58.34.53,New York,USA,Mobile-iOS,password,cloudwatch_view,CloudWatch,success,11.6,4667915,0,none,14.1,,none,none
14ec9e53-ad67-476a-977a-0e59a5749c18,2026-07-28 08:56:05.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,password,dashboard_view,CloudWatch,success,5.4,5901507,0,none,7.3,,none,none
0bccbc8b-bff4-4183-a0bf-4f2061539ea3,2026-07-28 09:06:57.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,password,file_download,S3,success,9.3,867429,0,none,5.4,,none,none
4f2fb828-101f-4bb7-aa9a-3f1839c23112,2026-07-28 09:07:37.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,sso,s3_read,S3,success,14.6,949060,0,none,11.6,,none,none
de36d4c3-6171-4833-b2fc-7533316c55e5,2026-07-28 09:09:42.037381,u0034,Vickie Jackson,Data Analyst,Engineering,107.176.90.168,Toronto,Canada,Laptop-Windows,sso,login,AuthService,success,21.6,2642897,1,dormant_account_reactivation,35.4,,none,none
c464bd42-5f84-4fc1-b8fb-fd0759c99188,2026-07-28 09:10:20.037381,u0011,Angela Hodges,DevOps Engineer,IT,29.14.24.6,Toronto,Canada,Laptop-Mac,sso,rds_query,RDS,success,18.7,2271118,0,none,1.7,,none,none
924f5f84-d2a3-44b5-a8cd-5631c4ab2c48,2026-07-28 09:11:05.037381,u0031,Holly Callahan,DevOps Engineer,Sales,44.54.83.21,Singapore,Singapore,Laptop-Windows,password,dashboard_view,CloudWatch,success,1.8,3391257,0,none,8.8,,none,none
c8a81b62-e19e-4466-bd31-ceaa6547fa1e,2026-07-28 09:11:15.037381,u0004,Todd Price,HR Specialist,Data,126.58.34.53,New York,USA,Mobile-iOS,mfa,cloudwatch_view,CloudWatch,success,8.2,2516539,0,none,13.7,,none,none
b7eee520-5f8a-4378-8434-5fa62683dfc8,2026-07-28 09:17:20.037381,u0034,Vickie Jackson,Data Analyst,Engineering,107.176.90.168,Toronto,Canada,Laptop-Windows,password,cloudwatch_view,CloudWatch,success,13.3,1662780,0,none,13.6,,none,none
32fe0d87-8bd4-480a-b55a-ad7706fd375f,2026-07-28 09:18:15.037381,u0018,George Vazquez,HR Specialist,Operations,183.246.57.251,Frankfurt,Germany,Laptop-Windows,mfa,login,AuthService,success,31.8,1283439,0,none,6.6,,none,none
2de4948e-c99e-4dd7-8b8b-bdd96d1a1448,2026-07-28 09:18:26.037381,u0003,Emily Schmidt,Contractor,HR,161.239.216.54,Sydney,Australia,Laptop-Windows,password,s3_read,S3,success,19.8,3293920,0,none,11.0,,none,none
9185d577-b99e-4dd6-a64d-2d34584949a0,2026-07-28 09:26:30.037381,u0016,Brian Brown,Data Analyst,Data,156.243.71.204,London,UK,Mobile-Android,sso,cloudwatch_view,CloudWatch,success,11.2,4166446,0,none,1.5,,none,none
26b81ea4-e424-4820-b5f7-ed2678f62b4f,2026-07-28 09:28:46.037381,u0003,Emily Schmidt,Contractor,HR,161.239.216.54,Sydney,Australia,Laptop-Windows,sso,file_download,S3,success,9.9,2919393,0,none,0.7,,none,none
bb23a790-4b92-4d5a-bcc1-b69290322509,2026-07-28 09:32:41.037381,u0037,Cynthia Lozano,Contractor,Data,151.156.82.71,New York,USA,Mobile-iOS,mfa,rds_query,RDS,success,7.9,5495087,0,none,0.0,,none,none
8b1c1587-6c48-4150-a557-0e37188be25b,2026-07-28 09:34:27.037381,u0008,Crystal Torres,Sales Rep,Operations,106.46.115.249,Mumbai,India,Mobile-Android,sso,login,AuthService,failure,8.2,5894967,1,brute_force,63.1,,none,none
c2f19dc2-5535-4ce4-bf6e-6fb0c60a855a,2026-07-28 09:34:49.037381,u0008,Crystal Torres,Sales Rep,Operations,139.39.236.204,Mumbai,India,Mobile-Android,sso,login,AuthService,failure,8.5,6012524,1,brute_force,81.9,,none,none
e1e71e58-b5ec-438a-8c74-ca38d12a819b,2026-07-28 09:34:49.037381,u0008,Crystal Torres,Sales Rep,Operations,149.210.182.11,Mumbai,India,Mobile-Android,sso,login,AuthService,failure,38.4,6269642,1,brute_force,73.7,,none,none
87884937-36a4-472d-88e5-6cb3113bad98,2026-07-28 09:35:23.037381,u0008,Crystal Torres,Sales Rep,Operations,202.254.203.107,Mumbai,India,Mobile-Android,sso,login,AuthService,failure,34.8,5012387,1,brute_force,68.1,,none,none
9de53b1f-5764-4ede-bfe7-0850f77bac7f,2026-07-28 09:35:30.037381,u0008,Crystal Torres,Sales Rep,Operations,219.150.30.239,Mumbai,India,Mobile-Android,mfa,login,AuthService,failure,29.0,5310041,1,brute_force,65.4,,none,none
5c0ead7d-ddcc-43d5-894a-6d75a7799841,2026-07-28 09:36:13.037381,u0028,Natalie Davis,Data Analyst,Engineering,199.85.169.189,Frankfurt,Germany,Laptop-Windows,sso,s3_list,S3,success,3.8,6429693,0,none,11.7,,none,none
c0404bb8-38d0-4fa2-a4fe-71d75c87038b,2026-07-28 09:36:43.037381,u0009,Morgan Carlson PhD,Finance Analyst,Data,171.237.159.223,Frankfurt,Germany,Mobile-iOS,mfa,file_download,S3,success,42.3,5911816,0,none,8.1,,none,none
d2d5199a-d82d-4747-9794-ec7a20924a7f,2026-07-28 09:37:32.037381,u0008,Crystal Torres,Sales Rep,Operations,197.19.108.67,Mumbai,India,Mobile-Android,sso,login,AuthService,failure,32.7,6703479,1,brute_force,72.8,,none,none
823e6ea3-1bbb-4354-8464-c01a5194c477,2026-07-28 09:40:59.037381,u0028,Natalie Davis,Data Analyst,Engineering,199.85.169.189,Frankfurt,Germany,Laptop-Windows,password,s3_list,S3,success,18.6,5622546,0,none,8.2,,none,none
8d7f977a-c69f-4ea2-877c-3149bc6ea9fc,2026-07-28 09:42:57.037381,u0022,Megan Daniels,Data Analyst,IT,171.237.162.70,Sydney,Australia,Laptop-Mac,password,dashboard_view,CloudWatch,success,16.7,5018707,0,none,14.7,,none,none
4a78abb7-93b5-4f84-ab8c-bdd9edde9a16,2026-07-28 09:44:25.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,sso,rds_query,RDS,success,13.2,2183918,0,none,12.3,,none,none
94bb75b8-03b7-44e1-a343-81b1b22a4383,2026-07-28 09:51:55.037381,u0003,Emily Schmidt,Contractor,HR,161.239.216.54,Sydney,Australia,Laptop-Windows,password,dashboard_view,CloudWatch,success,35.6,3904338,0,none,3.0,,none,none
d9cecbf3-0cc8-44c4-b467-0b8c17a3f12f,2026-07-28 09:59:17.037381,u0019,Jessica Kelly,Contractor,Engineering,169.243.174.38,Sydney,Australia,Linux-Workstation,sso,file_download,S3,success,15.6,5258788,0,none,9.1,,none,none
8ba56f08-b668-451b-8cc9-2bb02e86fa5c,2026-07-28 10:00:50.037381,u0035,Oscar Bailey,DevOps Engineer,Sales,157.167.69.162,Sao Paulo,Brazil,Laptop-Mac,mfa,file_download,S3,success,16.3,2359915,0,none,14.1,,none,none
0ecaa643-50a8-4308-b0c3-f723b61f8aff,2026-07-28 10:02:47.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,mfa,bulk_export,S3,success,179.2,367497647,1,data_exfiltration,85.1,,none,none
8b374568-a2c2-4dd4-a652-aeef3d777481,2026-07-28 10:04:00.037381,u0025,Ralph Nichols,Sales Rep,Finance,48.85.132.183,Sydney,Australia,Mobile-Android,mfa,login,AuthService,success,15.9,4475731,0,none,13.4,,none,none
8462c192-8983-42ff-b4b2-d317bb037fbf,2026-07-28 10:05:21.037381,u0012,Brittany Fritz,Software Engineer,Operations,223.119.225.191,Frankfurt,Germany,Mobile-Android,mfa,ec2_describe,EC2,success,15.7,2231540,0,none,8.6,,none,none
d7e7b2e3-c4cd-4d15-8e9b-a05b9c287cf1,2026-07-28 10:05:51.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,password,s3_list,S3,success,10.7,972325,0,none,5.8,,none,none
dcd5bb8e-6931-447a-9942-d28579a9bca3,2026-07-28 10:06:38.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,sso,ec2_describe,EC2,success,29.8,1144403,0,none,11.7,,none,none
93a16ab5-3b8d-4876-8c27-f193c9745127,2026-07-28 10:10:11.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,sso,cloudwatch_view,CloudWatch,success,10.9,5317906,0,none,0.2,,none,none
57f74997-d681-4aff-8977-596e940cb523,2026-07-28 10:10:23.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,sso,login,AuthService,success,14.0,1373305,0,none,13.7,,none,none
5728d07a-f357-4ca5-8dcf-3cb275e81d72,2026-07-28 10:12:53.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,password,s3_read,S3,success,11.5,6239221,0,none,2.1,,none,none
d0e34461-8eca-4682-a7ca-7486943c8e89,2026-07-28 10:14:07.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,password,login,AuthService,success,9.9,5252650,0,none,3.6,,none,none
2b27189b-076f-4bdd-a6d2-c4e2a279e520,2026-07-28 10:15:17.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,mfa,s3_read,S3,success,4.0,3014486,0,none,8.5,,none,none
661aa2d9-9097-4896-8151-fa866a8c624a,2026-07-28 10:17:54.037381,u0012,Brittany Fritz,Software Engineer,Operations,223.119.225.191,Frankfurt,Germany,Mobile-Android,mfa,file_download,S3,success,15.4,2967232,0,none,7.4,,none,none
ebabcb35-00b1-446f-8f80-be915fe14c9d,2026-07-28 10:18:41.037381,u0011,Angela Hodges,DevOps Engineer,IT,29.14.24.6,Toronto,Canada,Laptop-Mac,sso,file_download,S3,success,3.5,1746258,0,none,10.7,,none,none
15fbeda6-7128-48fa-b4b3-be99c069ed9d,2026-07-28 10:19:35.037381,u0022,Megan Daniels,Data Analyst,IT,171.237.162.70,Sydney,Australia,Laptop-Mac,mfa,ec2_describe,EC2,success,2.8,4858061,0,none,4.9,,none,none
16866106-6c78-474a-b9b4-3d170ce83844,2026-07-28 10:23:25.037381,u0037,Cynthia Lozano,Contractor,Data,151.156.82.71,New York,USA,Mobile-iOS,mfa,cloudwatch_view,CloudWatch,success,39.4,5312393,0,none,0.3,,none,none
873e16f7-8d9f-4f9f-9a82-36e178f7a402,2026-07-28 10:25:37.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,ec2_describe,EC2,success,20.0,-96739,0,none,1.9,,none,none
9b58c908-0d00-462a-9d12-53225b2ef379,2026-07-28 10:28:02.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,sso,login,AuthService,success,6.1,4396399,1,dormant_account_reactivation,63.9,,none,none
4e4d2b26-67c1-449c-b8e4-f5e9af2dba73,2026-07-28 10:28:26.037381,u0002,Jeremy Robinson,Sales Rep,HR,153.99.205.140,Lagos,Nigeria,Laptop-Windows,sso,file_download,S3,success,22.1,2696321,0,none,9.1,,none,none
f0ec57cb-ad83-4d0c-a21b-ca349160cf28,2026-07-28 10:29:16.037381,u0016,Brian Brown,Data Analyst,Data,156.243.71.204,London,UK,Mobile-Android,password,login,AuthService,success,17.4,3997167,0,none,9.5,,none,none
efb99f49-a702-43c9-898b-acb0836b27a5,2026-07-28 10:31:13.037381,u0025,Ralph Nichols,Sales Rep,Finance,48.85.132.183,Sydney,Australia,Mobile-Android,sso,rds_query,RDS,success,4.5,5319926,0,none,13.5,,none,none
bc584ada-7286-4475-a447-ada97ce23169,2026-07-28 10:36:45.037381,u0037,Cynthia Lozano,Contractor,Data,151.156.82.71,New York,USA,Mobile-iOS,sso,s3_list,S3,success,1.0,6287025,0,none,4.3,,none,none
d1e055cc-8d5a-41e8-82a9-aa8d539bb767,2026-07-28 10:39:23.037381,u0008,Crystal Torres,Sales Rep,Operations,121.95.68.69,Mumbai,India,Mobile-Android,mfa,dashboard_view,CloudWatch,success,12.1,5699292,0,none,11.6,,none,none
25812102-2daa-4bb2-8178-3e87623db260,2026-07-28 10:40:43.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,password,lambda_invoke,Lambda,success,7.1,1474189,0,none,1.4,,none,none
d882729d-79d2-45be-ae2d-7c51f748b1fb,2026-07-28 10:40:51.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,sso,login,AuthService,success,12.3,1575857,0,none,10.6,,none,none
f43eaf30-496c-4e56-860c-f56d315fc102,2026-07-28 10:45:26.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,lambda_invoke,Lambda,success,39.7,795385,0,none,0.0,,none,none
11f2da46-150a-4630-b905-c585ebbc2bf0,2026-07-28 10:49:04.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,sso,s3_list,S3,success,29.3,2250545,0,none,14.3,,none,none
f2a46899-b385-471e-87de-b5d172736fd5,2026-07-28 10:51:27.037381,u0010,Cassandra Anderson,Data Analyst,HR,192.74.24.243,London,UK,Linux-Workstation,sso,rds_query,RDS,success,15.4,4739051,0,none,14.3,,none,none
6e3623cf-43b0-42a8-aa7e-9ac27b5caa9b,2026-07-28 10:53:51.037381,u0004,Todd Price,HR Specialist,Data,126.58.34.53,New York,USA,Mobile-iOS,mfa,file_download,S3,success,3.1,3903741,0,none,7.4,,none,none
45294cd3-2e04-48e5-8a9f-7a40d81ff6bb,2026-07-28 10:55:43.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,mfa,rds_query,RDS,success,3.4,2126954,0,none,11.9,,none,none
904b3b44-7439-4a25-acdc-42c676ac6a45,2026-07-28 10:58:23.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,password,lambda_invoke,Lambda,success,1.8,6474209,0,none,1.0,,none,none
c4fc5e51-2ac9-4b5c-9d65-e9f3814bb89e,2026-07-28 10:59:56.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,mfa,file_download,S3,success,6.5,5981891,0,none,11.6,,none,none
a77e7711-7f96-4798-9ff6-c6e4ed6eef0e,2026-07-28 11:01:48.037381,u0031,Holly Callahan,DevOps Engineer,Sales,44.54.83.21,Singapore,Singapore,Laptop-Windows,mfa,ec2_describe,EC2,success,9.0,3622351,0,none,10.7,,none,none
39842b63-9829-4d55-9e58-c08e9a0f556f,2026-07-28 11:02:09.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,mfa,cloudwatch_view,CloudWatch,success,5.1,4693091,0,none,14.0,,none,none
020096f8-b841-445f-aac4-0ba4c103e6c8,2026-07-28 11:04:59.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,mfa,ec2_describe,EC2,success,23.5,483396,0,none,8.6,,none,none
ea3d7810-fde1-4b80-ac66-0e5704462ef5,2026-07-28 11:13:38.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,sso,login,AuthService,success,6.2,2896919,0,none,3.0,,none,none
9f2ad92f-1bbc-44b5-881a-bdf4be0279b6,2026-07-28 11:18:06.037381,u0025,Ralph Nichols,Sales Rep,Finance,48.85.132.183,Sydney,Australia,Mobile-Android,mfa,file_download,S3,success,12.5,6119714,0,none,8.7,,none,none
f3aa547b-c090-4e34-9d16-0dd3e65efff8,2026-07-28 11:25:37.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,rds_query,RDS,success,29.2,99594,0,none,3.7,,none,none
83c1be0e-2f09-4f4e-addc-c819707c39da,2026-07-28 11:30:00.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,password,login,AuthService,success,12.2,786772,0,none,14.5,,none,none
ce778a6c-847e-4360-9cd6-32549737cb96,2026-07-28 11:33:42.037381,u0012,Brittany Fritz,Software Engineer,Operations,223.119.225.191,Frankfurt,Germany,Mobile-Android,password,ec2_describe,EC2,success,6.6,2873203,0,none,8.1,,none,none
9ed9b2b0-1332-44d5-940f-aeb743c69a1d,2026-07-28 11:33:53.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,password,s3_list,S3,success,46.1,6179554,0,none,5.4,,none,none
9552cf02-874a-42a6-ac3a-e2307e503589,2026-07-28 11:37:24.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,password,cloudwatch_view,CloudWatch,success,35.1,2307906,0,none,7.1,,none,none
9a2e9b29-6e4e-460b-935b-0bea3531b9c8,2026-07-28 11:37:54.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,password,lambda_invoke,Lambda,success,10.5,3952093,0,none,10.6,,none,none
9f934b46-eead-4e69-8020-f82862b3303f,2026-07-28 11:38:36.037381,u0011,Angela Hodges,DevOps Engineer,IT,29.14.24.6,Toronto,Canada,Laptop-Mac,mfa,lambda_invoke,Lambda,success,11.3,2656570,0,none,10.8,,none,none
8f2eba35-bb56-43d2-9c8b-655f7afef36b,2026-07-28 11:44:01.037381,u0017,Rebecca Williams,Contractor,HR,203.167.187.154,Sydney,Australia,Linux-Workstation,password,s3_list,S3,success,11.6,5351052,0,none,10.5,,none,none
0aee757f-9427-4cf9-8c9d-fe8a848ff1fb,2026-07-28 11:44:34.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,mfa,s3_list,S3,success,6.6,5512509,0,none,9.5,,none,none
85ee3cc3-7356-493f-accb-8ffcadbdc07b,2026-07-28 11:45:31.037381,u0008,Crystal Torres,Sales Rep,Operations,121.95.68.69,Mumbai,India,Mobile-Android,mfa,s3_read,S3,success,7.8,6084090,0,none,4.5,,none,none
0fab8fa0-67d7-4792-a8af-eae043c779be,2026-07-28 11:45:35.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,sso,file_download,S3,success,28.4,6123830,0,none,2.5,,none,none
1fc0664c-ccd6-4673-a849-73e1a472edf8,2026-07-28 11:46:23.037381,u0016,Brian Brown,Data Analyst,Data,156.243.71.204,London,UK,Mobile-Android,sso,cloudwatch_view,CloudWatch,success,8.9,4314274,0,none,4.5,,none,none
35ab2a4c-25de-4f9c-8f04-b95814761f2d,2026-07-28 11:47:52.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,password,dashboard_view,CloudWatch,success,22.8,1195022,0,none,0.1,,none,none
c7742e1a-3070-42f3-a3e1-fd9ef312d191,2026-07-28 11:47:55.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,password,cloudwatch_view,CloudWatch,success,24.5,1735026,0,none,1.1,,none,none
7a853f22-fa31-4107-9569-2e91d6d05b9d,2026-07-28 11:49:09.037381,u0022,Megan Daniels,Data Analyst,IT,171.237.162.70,Sydney,Australia,Laptop-Mac,sso,rds_query,RDS,success,18.2,5788221,0,none,14.4,,none,none
a454cbc2-800b-4d6b-9cf0-acb23818c360,2026-07-28 11:51:51.037381,u0002,Jeremy Robinson,Sales Rep,HR,153.99.205.140,Lagos,Nigeria,Laptop-Windows,sso,rds_query,RDS,success,10.0,2359581,0,none,10.3,,none,none
967977e9-d46b-4a31-be41-3251ca69abf5,2026-07-28 11:51:52.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,mfa,s3_list,S3,success,1.7,5884811,0,none,12.2,,none,none
604a81ae-0a5d-4503-860a-4cd270b4609d,2026-07-28 11:52:41.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,s3_read,S3,success,5.0,1341737,0,none,10.7,,none,none
1cabc8e5-e712-43c6-9727-c16174307eb2,2026-07-28 11:54:20.037381,u0012,Brittany Fritz,Software Engineer,Operations,223.119.225.191,Frankfurt,Germany,Mobile-Android,mfa,rds_query,RDS,success,37.6,2795916,0,none,4.7,,none,none
dd6353d9-b61a-42e8-952d-06bbb1d461d8,2026-07-28 11:55:13.037381,u0011,Angela Hodges,DevOps Engineer,IT,29.14.24.6,Toronto,Canada,Laptop-Mac,sso,lambda_invoke,Lambda,success,15.3,3198033,0,none,10.0,,none,none
